Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param lambda_l2,Param learning_rate,Param max_depth,Param min_child_samples,Param min_gain_to_split,Param n_estimators,Param num_leaves
374,COMPLETE,0.6430200260123139,0.7795199272072919,6,0.4934979787227162,1.964477085582267,5.471601149699648,0.012185552215489033,12,90,0.48543323160537516,882,28
375,COMPLETE,0.6434652899133282,0.7960319160149387,6,0.4759025373097979,1.7061506123610666,5.782974761161878,0.010024263650262415,12,85,0.5503392157865415,863,31
376,COMPLETE,0.6441647019970828,0.8063704780726528,6,0.5038366800547222,5.2093250949303584,5.905982631778229,0.013148010086800083,12,84,0.42890194392816566,843,26
377,COMPLETE,0.641878807971756,0.813905841155566,6,0.5033954565757947,5.26012889648384,5.569395474141907,0.012875302414270587,13,84,0.4326466880818102,847,75
378,COMPLETE,0.643227599115898,0.7853785332365456,6,0.5114250523264285,4.310146489217101,5.898989042659041,0.012028908600807547,12,84,0.40883968948335525,826,27
379,COMPLETE,0.6427590976868953,0.833555449662002,5,0.49062927059662437,1.9305962569609507,5.774579658650346,0.011669236505578228,12,83,0.440196277247111,885,35
380,COMPLETE,0.6447325514492802,0.8073496750958925,6,0.5010812737008138,5.146802006442572,5.891687092845047,0.01338857537300498,13,87,0.3882172707389801,839,25
381,COMPLETE,0.6440063724481979,0.8082444742042969,6,0.5163886219450375,5.33833234334553,5.529417312838098,0.01320281034965826,13,85,0.4075654564541525,806,25
382,COMPLETE,0.6427608766705908,0.7948200150605317,6,0.523325994756357,1.5501588608407841,4.874821782236777,0.010013820462860814,14,87,0.4542211283991189,803,30
383,COMPLETE,0.6435927408777502,0.8145248079855294,7,0.5081094808080193,5.127692292670729,5.5665761898235395,0.01358777503934208,13,85,0.38949623635051067,819,28
384,COMPLETE,0.6437200489519157,0.804174114838201,6,0.517644230189726,5.401765234472129,5.312161019906586,0.013584508604144004,13,88,0.39837155687684067,781,25
385,COMPLETE,0.6430139746099447,0.8025906960307627,6,0.523055564869582,5.4678410610044335,4.9742896633954725,0.01189804694936493,13,88,0.3627026243820717,779,33
386,COMPLETE,0.6318689918397946,0.8238526602752634,6,0.5172773189095793,5.480038893277113,5.1529120153773915,0.062377146738691644,15,89,0.39503496219673345,779,25
387,COMPLETE,0.6438881950614326,0.8073115385270734,6,0.5156443872122654,5.306438330854084,5.067663729426888,0.014120921337235805,14,86,0.40943591899323767,802,30
388,COMPLETE,0.6435234212419914,0.8081428352703948,6,0.5158375073583229,5.327557773438109,5.246584123258261,0.014662225629753958,14,91,0.4181491077602616,769,37
389,COMPLETE,0.642563559515178,0.7945701957968017,3,0.5297785867956362,5.647188047069891,5.111203679200776,0.013747048057322579,14,87,0.4011118593645915,785,30
390,COMPLETE,0.6429265722122061,0.8387465828063314,6,0.5023407297456969,5.215090023355339,5.365936928095595,0.014752896336311546,13,86,0.4228926589278603,800,32
391,COMPLETE,0.642991901637548,0.8238823122920677,6,0.5163107459292217,5.046868728623822,5.370920501825449,0.015843507441103345,15,89,0.3481541615543901,802,29
392,COMPLETE,0.644198613427243,0.8078577693193626,6,0.5038653067010691,5.400876313382978,4.793372127018173,0.013131641171280333,14,86,0.37385186865946063,809,27
393,COMPLETE,0.6170865339679147,0.8609396007807684,6,0.5032498385622858,5.32256692052234,4.258980262544898,0.04355361020563947,13,86,0.3760943350530551,806,112
394,COMPLETE,0.6435165767986976,0.8167604020265032,6,0.535252692042293,5.588863241781763,4.636438361569434,0.011279003362305263,12,84,0.4275376991661192,823,34
395,COMPLETE,0.6424646687408044,0.7863370554129976,6,0.4970775078688,1.0029898312685956,4.817366496985416,0.017189108356796722,14,86,0.4066716135294463,833,31
396,COMPLETE,0.6425634452029726,0.8310168122223169,7,0.5071817784084418,5.687695936137896,4.449417866150915,0.013431077971169741,15,83,0.44371195243209915,823,28
397,COMPLETE,0.6439337877700744,0.813558614335916,5,0.5248384027496777,5.201884302820334,4.544441498092338,0.015197677287628083,12,90,0.3598344106653378,800,26
398,COMPLETE,0.6410755825442862,0.791257968012969,3,0.5262394774121965,4.957233463031778,4.7206145881775035,0.018172441581886332,12,89,0.3466508050757409,819,27
399,COMPLETE,0.6432156177678776,0.806796551589496,5,0.48747668899168345,5.1271268582298015,4.375053517425443,0.015451523701641448,13,91,0.35387924495350187,758,25
400,COMPLETE,0.6428320931745067,0.9312834882772356,5,0.5135148101419439,5.970593636634689,5.077606227324283,0.016928002123653037,12,94,0.3986634282602368,799,27
401,COMPLETE,0.6426758462511126,0.9009327145915867,5,0.499095247931228,5.521422599925326,4.152374889534399,0.015199655777109989,13,86,0.3082437211977103,988,25
402,COMPLETE,0.6439176233097904,0.7996198662369496,6,0.5373161681371204,5.23311087206463,4.52470541956055,0.013502586253298922,14,93,0.37238223323056796,796,25
403,COMPLETE,0.6437910761262418,0.8154970697778373,6,0.5347848519487223,5.06129450615486,4.0110438201918495,0.012854899178616708,16,91,0.37878690678082594,773,24
404,COMPLETE,0.6437404822586172,0.8165127349371246,6,0.5358052246017776,5.242526355925708,3.67092654214893,0.012905966141142722,14,92,0.37751919557251956,778,24
405,COMPLETE,0.6432867306763577,0.809015069166285,5,0.8211245278431724,5.037248186311258,4.583650445265942,0.011358657195751585,16,90,0.37826576593672867,767,24
406,COMPLETE,0.6438581595294841,0.8233136468572736,6,0.5251918369396352,5.423283618908712,4.821996635953349,0.013714238757495298,15,90,0.3181446555441235,757,24
407,COMPLETE,0.6438910064272323,0.825528854061398,7,0.5265984053343414,5.276394121805017,3.8996989512329003,0.012932162549232816,15,91,0.3334066197486944,752,25
408,COMPLETE,0.6443330624419847,0.8287240804330114,7,0.5254246686261421,5.332093219275889,3.6686829014845435,0.013571577838241785,16,95,0.3094110034888525,749,28
409,COMPLETE,0.6431717183087773,0.8309561402929939,7,0.5236787229998949,5.386664181518286,3.7601634600802623,0.014013710203828385,15,92,0.30715190490875016,739,30
410,COMPLETE,0.6435336700456497,0.8258627069198211,7,0.517746716807146,5.251028009634498,3.447430158460953,0.014356177477499484,15,94,0.3181131923557525,749,28
411,COMPLETE,0.6431164019181702,0.8422093533615856,7,0.5415264314818292,5.503041673556223,4.045224327270582,0.010304638547416001,14,96,0.2890150395944453,761,26
412,COMPLETE,0.6444222652569571,0.8241879348076958,7,0.5250108229472499,5.4206763342439555,3.362442809987116,0.013112941327048343,16,93,0.3336550716751033,719,29
413,COMPLETE,0.6435376781173489,0.8279374666656572,7,0.5263252842471011,5.553710344745678,3.2423650557504455,0.010063663190303036,16,94,0.3205698088079545,736,31
414,COMPLETE,0.6430232517598579,0.8473604319919675,7,0.538482538432843,5.192541527666592,3.323825869282344,0.01261259957392436,15,93,0.29668967212864755,753,35
415,COMPLETE,0.6432265345834859,0.8232026271092491,7,0.5238497924620186,5.781362328936908,3.6418889401607792,0.014698924963885966,16,96,0.2554788752787226,747,29
416,COMPLETE,0.6438721234798155,0.8370740926137974,7,0.5102318951822039,5.350497436478282,3.032027762983302,0.011976718077178213,14,90,0.33648913660207325,716,31
417,COMPLETE,0.6428866451022407,0.8331166774743636,7,0.510363223423246,5.2562618089162,2.8334862968234105,0.013274995971709815,14,90,0.3331626474549025,703,40
418,COMPLETE,0.6438720020230974,0.8434578676797216,7,0.5445832893596863,5.437375680862826,2.994386623686118,0.015938548317957588,14,95,0.32885985354002556,686,32
419,COMPLETE,0.6429084787334574,0.8479399667490768,7,0.5464457339794644,5.391368412258173,2.775671946565364,0.017294677026196626,15,95,0.33562421485463384,687,36
420,COMPLETE,0.6432821296100933,0.854034110372052,7,0.5339620387352417,5.929286234026529,3.2704765405996117,0.01556444709616908,14,93,0.3531345452991263,662,34
421,COMPLETE,0.6441204953239307,0.8432096082068183,7,0.5220590042604927,5.585489355543612,3.0392655527566967,0.018786453644551872,16,97,0.3417989395725916,747,32
422,COMPLETE,0.6435783696901872,0.8396157432757699,7,0.54833995974703,5.7060317239716705,3.063986860831157,0.019500804643377428,17,96,0.34272746143864424,728,33
423,COMPLETE,0.6427300373809486,0.8663398141582714,7,0.517800365376913,4.88165050199142,3.125517293658261,0.018471145376228883,14,97,0.3374872536439897,717,38
424,COMPLETE,0.6434150032597554,0.8423434352159505,7,0.5384133246974414,5.464478239483042,2.6220774007928136,0.016827857853037226,16,98,0.36473381482297673,713,32
425,COMPLETE,0.6434864198100309,0.8540481671666149,7,0.5153838591057837,5.5895507279179695,3.502249093974976,0.01979754241681566,16,94,0.3589125306608667,737,31
426,COMPLETE,0.6240789722726887,0.8339795149592518,7,0.5277559957991806,5.13100158591466,3.8946178234348534,0.08010398490583649,15,100,0.27640634372291467,672,36
427,COMPLETE,0.6441946339335953,0.8388221625541717,7,0.5062728910816198,5.893056870905491,3.1945960498054045,0.017690205009263105,17,93,0.3199923965806008,699,33
428,COMPLETE,0.6436272810250397,0.8292250941244783,7,0.5044520605923285,5.904042606952009,3.440423831055881,0.020994869547357898,18,92,0.30447664938141483,701,33
429,COMPLETE,0.6397484178404886,0.8204513557813339,7,0.5073078049253275,5.614374255226184,3.171273607016157,0.017795694658621474,17,93,0.3596337925622482,729,89
430,COMPLETE,0.6432507651987579,0.8360155349909294,7,0.5128523435695964,4.885102289660731,3.4426049833735495,0.018612954015740268,17,89,0.2936615592536072,717,29
431,COMPLETE,0.6425631308444079,0.8002756456332875,7,0.503281787167877,5.7621318511830975,2.375257719071504,0.015716972292271075,16,91,0.3344001529726503,763,30
432,COMPLETE,0.6399515899241679,0.8186624138729,7,0.5246984886262394,5.332848595593486,3.554391693370916,0.035469159113921095,13,88,0.38526143276005875,745,29
433,COMPLETE,0.6424841553995556,0.8565737989424366,7,0.49804430182138715,6.1485975680533524,3.05461529206354,0.02179100053258976,15,97,0.2528903739546818,719,43
434,COMPLETE,0.6429662706977609,0.812085525107263,7,0.5155960899521764,5.112425858526032,4.150171068696173,0.011912201230957004,17,87,0.36574750488203595,788,34
435,COMPLETE,0.6412616042249105,0.8342083637198181,7,0.5294341812437612,5.2484413782407415,4.552320428634048,0.017704628274996165,14,92,0.307954738212825,248,31
436,COMPLETE,0.6439504273404618,0.7988568023743563,7,0.5012664980639238,4.990311664637165,3.85434445046624,0.014953382483101393,16,90,0.3529493707694613,770,28
437,COMPLETE,0.6439391532992117,0.7835018077461657,7,0.4949805265634052,4.939007197399169,3.7145119020998094,0.01950644135322916,17,99,0.3767457121868091,769,28
438,COMPLETE,0.6388072854540663,0.7791481026461233,7,0.49986674839361234,4.832268934768597,3.7983743423093705,0.02079987148551203,17,100,0.37260907357668777,769,63
439,COMPLETE,0.6413170885115691,0.7903585663041738,7,0.49285915024754134,5.0093624917894255,3.9376449369003073,0.026148531112235647,15,94,0.3949812401087538,779,28
440,COMPLETE,0.6328766074903814,0.7968435105354099,7,0.5193808029515561,4.996311881017869,4.158123588583183,0.055588301120740584,18,97,0.3541272371506319,750,28
441,COMPLETE,0.642764791863623,0.7818089077353274,7,0.5046494146809909,5.847952194304676,3.830335807280316,0.02220378798346396,16,99,0.412194356977022,793,27
442,COMPLETE,0.6427274689285851,0.7976853733636297,7,0.4940768581112472,4.762045041101596,3.644006679496937,0.023093979477863666,17,99,0.37937305280524786,762,29
443,COMPLETE,0.6422154324106367,0.810096823776123,7,0.5349265610133165,5.1549227047545285,3.3721865951326078,0.018166603229393626,19,88,0.3507299414858172,788,32
444,COMPLETE,0.6435757440817212,0.7835885593099245,7,0.520318118646683,5.64443385487613,4.3825128430052445,0.019937313163422378,16,95,0.39260694297717763,768,27
445,COMPLETE,0.6436207973796442,0.8007099095180438,7,0.4914965838159605,5.264946935957993,3.915160948376337,0.0193779529847414,15,93,0.31939881547935967,774,35
446,COMPLETE,0.6445917259568353,0.8178183866279798,7,0.5066390411356935,5.54180184223459,3.6040758298254967,0.01679620514996718,18,91,0.41734514990457805,744,27
447,COMPLETE,0.644225023118929,0.8195256178511772,7,0.5112544430665665,5.4528147972408965,3.58912123962111,0.019319165688428352,16,91,0.41714134214122023,742,30
448,COMPLETE,0.64373777806051,0.8219486841642387,7,0.504404804707182,5.564678492946226,3.5276707023924776,0.021601865988695075,18,92,0.4184524246451785,741,27
449,COMPLETE,0.6412891356051112,0.8220900478026448,7,0.5306909628515253,5.800215789677006,3.321488430778102,0.02303811628612943,19,96,0.3764127299738565,742,33
450,COMPLETE,0.6445527919341537,0.8271016536387101,7,0.5093039467878291,5.537250158791645,3.601118581385242,0.020424278116459155,17,90,0.34173298418645903,753,29
451,COMPLETE,0.64370857129205,0.8150135666803101,7,0.5114413799055508,6.042803483472201,3.6146171384551935,0.019901178381834014,17,89,0.3616783126811457,731,30
452,COMPLETE,0.641070313466072,0.5077859749137761,7,0.49973363574917823,5.6370966376155565,3.2083406317700267,0.020576296383156223,18,93,0.38973425287640473,755,37
453,COMPLETE,0.6420250811552357,0.846355617442268,7,0.5047215555607137,5.573361501451951,3.7062110284185863,0.022756857172119782,19,98,0.4172639965584235,768,33
454,COMPLETE,0.6423929449764774,0.8128506089775428,7,0.48957728804594497,5.8353843975860595,3.4711800813141287,0.02491199260723994,17,91,0.3468524921529874,733,29
455,COMPLETE,0.6438501791086501,0.8311044344156854,7,0.5093321638815301,6.254150764474801,3.6745587143792235,0.019894038988752912,16,95,0.4342245718271453,790,27
456,COMPLETE,0.6436972508114666,0.7890320372796585,7,0.5413950277071877,5.454242276477285,3.3367762012757107,0.018785582013288157,18,89,0.36828220771631476,750,31
457,COMPLETE,0.6398443757923442,0.8158489908164857,7,0.520217654096926,5.054861278591325,3.3933568336676143,0.018173819404847504,16,90,0.39346829517796933,717,83
458,COMPLETE,0.6427287978079719,0.8278248346263789,7,0.4933266522626291,5.397797677808848,3.5546377440028385,0.020495493364158512,17,87,0.31030977650275277,808,27
459,COMPLETE,0.6432313428406223,0.799174957611121,7,0.5139074875219863,5.741828200297976,4.224949987221179,0.02389969393548656,19,93,0.40933924455789306,771,29
460,COMPLETE,0.6418396560414329,0.8431828802005952,7,0.5587327036840737,5.524944440802172,3.7758312269977297,0.01751243563203158,17,97,0.2814986669752818,697,53
461,COMPLETE,0.642312083380237,0.7744239552961665,7,0.5292898807191388,5.19536035036338,4.023462406529122,0.016894848226770287,18,95,0.34582534788879915,739,35
462,COMPLETE,0.6342773571040993,0.8134028758468314,7,0.49579337033194615,4.889397844558613,3.2802978223476105,0.04954660191580466,16,88,0.321096273221127,793,32
463,COMPLETE,0.6433188881286176,0.8058695051248828,7,0.5083400241524915,5.435905951933777,3.6451792563185403,0.01846590772970976,13,85,0.3702385399521821,759,26
464,COMPLETE,0.6418164613805217,0.8265059978484982,7,0.5417947673335898,5.93587997237525,3.788899714136837,0.021667339900160985,16,92,0.39138239117543444,729,29
465,COMPLETE,0.6442043969103812,0.7900361113552576,7,0.5221509852928043,5.014528226784372,3.1384743548834084,0.01613771990024066,18,90,0.42672815678048626,811,26
466,COMPLETE,0.641911490545709,0.7719353634767074,7,0.523918786431197,4.729315518664915,2.7256943558751487,0.01939800608559112,20,90,0.4339975047808664,791,31
467,COMPLETE,0.6434504221821233,0.7918468966387163,7,0.533747813419962,4.899868301710879,2.9157485890612675,0.016163551196173596,17,92,0.42767083927367666,817,38
468,COMPLETE,0.6446337464090606,0.7899829045398805,7,0.5153019042395371,5.046347345126686,3.214414211904453,0.01807006233271649,19,88,0.41531075777192644,808,26
469,COMPLETE,0.6438136206364852,0.7864198015332748,7,0.5166895931307537,5.003467571122275,3.16332643361931,0.0199082395210315,20,88,0.4009008241124621,804,27
470,COMPLETE,0.6436047615205912,0.7991420651124364,7,0.5238715187661119,5.129444178529411,3.086883447312606,0.017869588055319185,19,90,0.3733839214474396,780,30
471,COMPLETE,0.6408674450241884,0.7806627758197235,7,0.5532100260863867,5.126298904369371,2.944255341704107,0.020995999972702073,18,87,0.3453716688207035,808,33
472,COMPLETE,0.5973385110760954,0.7936896109032041,7,0.504475085399465,5.311761510666972,3.245102868167814,0.0915151741411748,18,94,0.4083753802044769,779,102
473,COMPLETE,0.6415323026716276,0.8496688671348677,7,0.517186957647139,4.726723219117364,2.5222941154622394,0.02377231537741217,16,91,0.39125363563624743,757,27
474,COMPLETE,0.6353392389019067,0.8168992773414729,7,0.5463391146573905,4.957194894066475,3.1322061238089187,0.04119219444367128,19,89,0.35990529787951664,805,29
475,COMPLETE,0.6436786214942555,0.8357558426144664,7,0.531129725459335,5.588458347992992,3.4150246829684656,0.017015797747323147,17,87,0.3233126572668046,787,26
476,COMPLETE,0.6435783375398796,0.8047447022860785,7,0.5044476707476987,5.209107852980798,3.4215946234008587,0.01889870272921786,17,96,0.3801431150512137,813,33
477,COMPLETE,0.6439067600780283,0.819878704454925,7,0.5378136375636653,5.398133717135591,3.995106367507645,0.0166736494000616,18,93,0.4165539110649587,765,26
478,COMPLETE,0.6435171519319806,0.790030995289012,7,0.5148975419987579,4.586206074380471,3.549747838799733,0.01878585139115073,21,90,0.34849712470762295,750,30
479,COMPLETE,0.640426771472669,0.4282503649493015,7,0.8539069237389137,5.090549703921155,3.2462308972908858,0.016355862019716956,20,98,0.4245102547294809,710,36
480,COMPLETE,0.6428037008805098,0.8058572502268497,7,0.49910202479533233,5.563768365664882,2.9166571782523807,0.02145307329742593,15,100,0.38269211771068157,795,28
481,COMPLETE,0.6435416719000223,0.769133811084255,7,0.5237635671750033,4.830648881619734,3.5565763842382276,0.016238639564767173,12,86,0.36373315692904223,828,25
482,COMPLETE,0.6420406669099802,0.8691608048234507,7,0.5110155202380422,5.6986096318536195,4.335355241079265,0.018290321416388013,13,89,0.29676350047669076,739,31
483,COMPLETE,0.6431954988197408,0.8289898760632183,7,0.48873083526152783,5.241616715049671,4.588279991539115,0.020175961463279497,19,92,0.2649041832015199,768,26
484,COMPLETE,0.6289162504202046,0.7826570011237841,7,0.527080384175648,5.44356489571613,3.118254160962727,0.06895555867987006,15,95,0.32342595257348145,785,29
485,COMPLETE,0.6434468856482711,0.8009525209169727,7,0.5408828973313966,5.001483999813036,3.685866179842907,0.017254181571361594,16,85,0.394459705747052,814,25
486,COMPLETE,0.6439406393578808,0.8166966298762088,7,0.5019514754386181,5.946707724056351,3.3438863531635685,0.015849397484731333,17,91,0.3369540147931696,639,32
487,COMPLETE,0.6439315586820706,0.8543260236204263,7,0.49749385166684607,6.333364745253345,3.288754194793132,0.016003354448639963,18,88,0.2920412485711626,692,40
488,COMPLETE,0.6424018398949539,0.8397811603758065,7,0.48912753958706323,5.992001115483374,2.707216694906104,0.02228976791562853,21,90,0.33589762972696935,726,34
489,COMPLETE,0.6416094098263743,0.8204484249754418,7,0.506487759816909,6.150692572138391,3.444668838002741,0.029105728028602264,18,87,0.34328154479244555,673,34
490,COMPLETE,0.6436637180404864,0.815095864662806,7,0.4860767721570086,5.878681123897634,3.074992583474388,0.019044459073868314,17,91,0.3173699147481943,700,31
491,COMPLETE,0.6438694514320162,0.8314660361862888,7,0.5129516046654988,5.705106824525703,3.8656541114072778,0.017514202479398357,16,86,0.4304848899055114,601,36
492,COMPLETE,0.6443001905384416,0.8421610505951664,7,0.5006382251382898,6.088607175309505,3.4727551636109686,0.015762903683532663,19,89,0.303470939860512,717,32
493,COMPLETE,0.6307668078450981,0.8548091654281631,7,0.49567694886780006,5.936590217866195,3.499972211771815,0.0582481450763805,19,88,0.30260867663484486,710,37
494,COMPLETE,0.6432416523726397,0.8709912492813922,7,0.49778865885969215,5.813089636111072,2.4434404150242393,0.020597193744657568,19,94,0.30819061747503784,722,34
495,COMPLETE,0.6440302315488027,0.839274682993107,7,0.4852549276391147,6.183687686999491,3.304230573749961,0.018876024634596155,20,85,0.2743742470406238,690,32
496,COMPLETE,0.6428628324409694,0.8587206807373965,7,0.48429795197670944,6.388145547892621,3.221652444047723,0.022473440113099173,20,84,0.271318015058318,645,38
497,COMPLETE,0.6438905813287188,0.8436198856395669,7,0.4855717482504207,6.144452376177471,2.899980906090795,0.019686615467992857,20,85,0.23492362259919347,675,34
498,COMPLETE,0.6412940438854273,0.8464068257912966,7,0.5024969712062338,6.5812699156195125,3.6052003606423333,0.0254273396013343,22,87,0.2728273377433414,687,32
499,COMPLETE,0.6409328423224023,0.8368283957874947,7,0.48608659213961436,6.136141983149782,3.2098148433052,0.01818257969840474,21,85,0.29467316922314846,699,67
