Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param learning_rate,Param max_depth,Param min_child_samples,Param min_gain_to_split,Param n_estimators,Param num_leaves
166,COMPLETE,0.6448033071321186,0.742018374223057,7,0.548228291368909,7.713285494951904,0.014402447957031593,18,93,0.014495404940673164,795,17
167,COMPLETE,0.6451047984291445,0.7360117414468045,7,0.5418803843711647,7.492274321357124,0.015865346736679022,19,100,0.06739778599878717,807,16
168,COMPLETE,0.6448455919313187,0.7509909905591966,7,0.55523237266416,8.406601936743444,0.015888909558245366,19,100,0.06411741294815915,1027,16
169,COMPLETE,0.6451329942490386,0.7367619878077366,7,0.5427668982798797,7.696968760376638,0.01664045163960231,19,98,0.03694788846308296,812,15
170,COMPLETE,0.6438182717143393,0.7440153710907015,7,0.5597751429053236,8.13450946951886,0.018389752494675192,19,98,0.03397510832207237,774,15
171,COMPLETE,0.6453024013650706,0.7361879029619198,7,0.5434571084575692,7.904572735346981,0.01681597307605033,20,97,0.019746094840212402,813,17
172,COMPLETE,0.6453389705540047,0.7362365142719616,7,0.5362193303231234,7.94208208084333,0.01689949900960686,20,97,0.05515698128367807,804,16
173,COMPLETE,0.6451528059831237,0.7371488205923873,7,0.546491191457161,7.998635937079311,0.01669185540966082,20,98,0.001299404535793778,812,16
174,COMPLETE,0.6448216613855857,0.7385621842052528,7,0.5484432119911449,7.867742308346036,0.016740358383645005,20,98,0.014860412800485383,808,14
175,COMPLETE,0.6439680099865428,0.7349162363701613,7,0.5657989614921585,8.26890612968444,0.0171449674251012,20,99,0.040489351700146545,815,15
176,COMPLETE,0.6451211772248135,0.7464932329127152,7,0.5399423614259629,7.9753625467614535,0.01654703444420377,21,95,0.006627830711335204,790,16
177,COMPLETE,0.6452880230329949,0.7416406969408624,7,0.5429338889846548,8.624691149104217,0.016469176120861462,21,100,0.011775879901663079,789,16
178,COMPLETE,0.6451065059677117,0.7452738979046523,7,0.5419843261348896,8.757133810287614,0.016537494108381463,21,97,0.014111120111550805,783,15
179,COMPLETE,0.6444557551608603,0.7602821205776644,7,0.5524392797878782,8.73011582215798,0.016726669735604383,21,100,0.007954458040708635,757,13
180,COMPLETE,0.6436843120987266,0.7459186389224461,7,0.540306229844694,8.676457957701222,0.011863190679423912,21,97,0.022589620655905057,778,15
181,COMPLETE,0.6447264000237312,0.7420305807748586,7,0.5442202814731211,8.215183888515678,0.016498021402785612,21,100,0.011785362355081201,789,16
182,COMPLETE,0.6449584680895621,0.7374007956841739,7,0.5349461581031723,8.00899438561191,0.017368848527122956,21,96,0.04358916502761222,798,16
183,COMPLETE,0.6440310138729578,0.7477957446623175,7,0.5597124412988087,9.476119544165133,0.017028478624867036,20,97,0.003057369079832159,771,17
184,COMPLETE,0.6449217702993971,0.7407940091852016,7,0.5510467680761517,9.215388701059307,0.016493018627337354,21,95,0.0313727296631079,744,14
185,COMPLETE,0.6443721715052309,0.7359797396192016,7,0.540930527989719,7.626142515582965,0.015827896995989167,20,100,0.05348104764417415,788,15
186,COMPLETE,0.6443437220551311,0.8196347407170875,7,0.5439677944137178,7.844030251690941,0.017606453233257928,20,98,0.001248949874268517,810,16
187,COMPLETE,0.6443900685098767,0.7440592287562248,7,0.5336224175880891,8.530106147455628,0.016305900629983626,21,95,0.07183959721827124,835,17
188,COMPLETE,0.6439054133373594,0.7541581445360694,7,0.5483307103116082,8.019087849792232,0.0167075409195914,20,94,0.026982676440701667,819,15
189,COMPLETE,0.643796852464867,0.7410155137771687,7,0.5372866507104279,8.713352433870686,0.015642079023311908,21,48,0.05051263595756262,800,16
190,COMPLETE,0.6437564466725417,0.736124073709536,7,0.5572266864197352,9.093760417589362,0.016071288206255602,19,97,0.025870441344680903,764,14
191,COMPLETE,0.6449341946072131,0.7280971512330336,7,0.5447199051676408,7.631213823759331,0.016024770452495084,20,98,0.0007781693742334554,784,17
192,COMPLETE,0.6452282341773546,0.733770142069133,7,0.5316860778114196,8.299194137744585,0.016941931210129515,20,100,0.03986338093626107,809,16
193,COMPLETE,0.644808047516383,0.7353258494375322,7,0.5322226504620604,8.244629702662765,0.016998782673868843,20,100,0.04673463819628952,807,16
194,COMPLETE,0.6449318440624912,0.738973406118267,7,0.5288140172611469,8.531426101683826,0.017378141681171275,21,96,0.07234229521333371,830,17
195,COMPLETE,0.6447340053576416,0.7327603485554057,7,0.5397066164861635,8.137573316695075,0.01645338219318638,19,93,0.033758316022266796,797,15
196,COMPLETE,0.6442856193045194,0.7472260262168362,7,0.5505592538143268,7.844482675078774,0.017011789088742287,20,98,0.058916630821477356,815,16
197,COMPLETE,0.6452195928890835,0.7258392926233729,7,0.5707999480761032,7.544831926725235,0.01666542207616152,19,95,0.08275570323227525,835,18
198,COMPLETE,0.644760847292354,0.724703735873857,6,0.5331400943842833,8.339861835703033,0.017837846363579688,19,95,0.08889741041590828,781,18
199,COMPLETE,0.6442447884136806,0.7425513727398309,7,0.5813770477654343,7.493904188524074,0.016717940876346135,21,100,0.01993525861749025,823,14
200,COMPLETE,0.6434055224912264,0.727024665267306,7,0.6057950421025338,7.7377879379476155,0.016344244698402545,19,97,0.0417679233850242,795,15
201,COMPLETE,0.6442704693650577,0.733156560647892,7,0.5628026337622222,8.057388426125993,0.01572484760635783,20,94,0.06445942364362145,838,17
202,COMPLETE,0.6448572231982104,0.7370386856783998,7,0.5725034090068587,8.82445013696168,0.016902316425197936,20,96,0.0856106070980362,854,17
203,COMPLETE,0.6449021371781328,0.7400785987959849,7,0.5392484435763127,7.478049191650509,0.016327775296275094,19,93,0.01781290952306775,812,18
204,COMPLETE,0.6451920936591905,0.7328258837909777,7,0.5271195357514201,7.9081440968547785,0.015235633441790807,20,99,0.05425652030265926,824,16
205,COMPLETE,0.6449443505322048,0.7444206673165145,7,0.5314866334724136,7.994527210033227,0.017379208976527814,21,98,0.038499487785598537,826,16
206,COMPLETE,0.6450903557964532,0.7369222063904631,7,0.5555832395799686,8.406671276168561,0.016087806839311474,20,100,0.4704958017470203,807,16
207,COMPLETE,0.6444762920629977,0.7286726595989852,7,0.5706891638010804,8.398525341642348,0.015971367520877914,20,98,0.7653458181096116,801,16
208,COMPLETE,0.6446737413918979,0.734113671385042,7,0.5553646442853161,7.703295301675948,0.015683255499724966,19,96,0.498952265563664,788,15
209,COMPLETE,0.6399603240911057,0.7393579341393933,7,0.5886224708317084,7.897569082034794,0.0026533594243148256,20,100,0.6894229985630174,807,16
210,COMPLETE,0.6446136739002573,0.7231173310057991,7,0.546276927475824,8.493160341612278,0.016105664845380188,21,95,0.46767322261837974,771,18
211,COMPLETE,0.6457103244697651,0.7365511715470336,7,0.5272238629482268,8.151739392530386,0.0166017482447787,20,100,0.012735592381707905,819,17
212,COMPLETE,0.6453785297215592,0.7371744300897454,7,0.5271924940133756,8.276579896395127,0.01659872112074539,20,99,0.00056630994896072,818,17
213,COMPLETE,0.6448259552377982,0.7304861544600925,7,0.5249887835294662,8.2074814007414,0.016690382615002008,20,100,0.017207788814825285,818,16
214,COMPLETE,0.6451420713525926,0.7360545602300497,7,0.5390821337397295,8.9100092942894,0.01722637770178877,21,98,0.00647573418288425,820,17
215,COMPLETE,0.6448975253950995,0.7430651564207643,7,0.5356471960979836,8.866858988185818,0.016988416851003458,21,98,0.5943143348938229,831,17
216,COMPLETE,0.6448792818815813,0.7340959648560151,7,0.5414729815202168,8.573425543097702,0.01725835939315949,21,100,0.008600317265075826,818,15
217,COMPLETE,0.6446997081237883,0.7489215911686803,7,0.5291933734514885,8.063876915408072,0.017509224608225047,20,98,0.0005965987559548927,793,16
218,COMPLETE,0.64488148596379,0.7398347076272406,7,0.5530939248155368,8.966936350909862,0.01639745297163517,21,96,0.0278996063417419,814,17
219,COMPLETE,0.6454483173229087,0.7314344530191051,7,0.546124724367166,8.321874505433769,0.01669172852070879,20,98,0.03872899876179725,833,15
220,COMPLETE,0.6436196471130782,0.7272085739727031,7,0.5460794361837553,7.847099000675115,0.01766736646260611,21,6,0.03791248635087427,836,15
221,COMPLETE,0.6454521860766076,0.7315087470903797,7,0.5383187963841529,8.351279377139122,0.016715890246161682,20,98,0.0006038232619512314,825,16
222,COMPLETE,0.6447273823942457,0.7317831008714377,7,0.5372584826451643,8.275831510439358,0.017031389325117538,20,98,0.0029678770087074955,827,18
223,COMPLETE,0.644866728972534,0.7311541805987655,7,0.5284757269405308,8.102662920009365,0.016663862157527187,20,96,0.025116658487314647,841,13
224,COMPLETE,0.6444264447969642,0.7269302849922025,7,0.5402765260724447,7.598196981969054,0.01667869547957182,21,98,0.021349310896790305,850,14
225,COMPLETE,0.6431360993400499,0.7350116956760208,7,0.5475393425197306,8.667095977018537,0.017241636704909486,19,40,0.04894888160336116,823,40
226,COMPLETE,0.6446706120952773,0.743353677637607,7,0.5336047210985897,7.912150699036909,0.01634880336107296,20,94,0.001638878732216048,810,15
227,COMPLETE,0.6450907594614284,0.738553990859971,7,0.5424296137850868,8.343362030566597,0.01698558586319982,21,96,0.03217293223374375,832,17
228,COMPLETE,0.6442694869945432,0.8445771176315758,7,0.5243080259113209,9.360968299971157,0.01661404658190092,20,98,0.0003034016570854989,797,15
229,COMPLETE,0.6449804231774969,0.7312228131555469,7,0.5358129604243236,8.159735680912764,0.01790459865319766,20,100,0.04807896120483335,783,16
230,COMPLETE,0.6448845866823594,0.7208861962127365,7,0.5283218103459841,9.076729575923164,0.016126732524332985,19,94,0.0204339094547623,819,30
231,COMPLETE,0.6453366450150776,0.7383899482324716,7,0.5423820530433193,8.397962822321514,0.017075856141765676,21,96,0.03584270861933649,835,17
232,COMPLETE,0.6452564335695052,0.7363593147242898,7,0.54903464183427,8.55200038430351,0.017251579532759107,21,97,0.0413581094155948,842,17
233,COMPLETE,0.6446110911588683,0.7416946320562462,7,0.5497732919087792,8.401373231757598,0.01729601033046315,21,97,0.04292396130593685,845,17
234,COMPLETE,0.6450496249287941,0.7364983641495084,7,0.5403641611076354,8.644698874061115,0.016906122117007098,21,99,0.02368816661776543,832,16
235,COMPLETE,0.6451852313546148,0.7451096597461712,7,0.5463640355670548,8.852864640815325,0.017558400970985804,21,96,0.062067064296196975,1125,17
236,COMPLETE,0.6446143311954378,0.7461222771828846,7,0.5509359551113999,8.854567333907598,0.017676080680045093,21,95,0.050632986511102096,856,17
237,COMPLETE,0.6448356610584812,0.7419164441571493,7,0.5462993069865725,8.566804657388753,0.017379431136474915,21,96,0.0006184013780490764,843,18
238,COMPLETE,0.6443460475940581,0.7461839208013459,7,0.5581891667982322,9.554850335564758,0.01710907176740357,21,93,0.03144604322679706,1161,17
239,COMPLETE,0.644713218397555,0.7385524287688048,7,0.5359965241254352,8.261170504890206,0.017934909183607264,21,97,0.02011292735022386,1131,17
240,COMPLETE,0.6441220599722409,0.7511625764566123,7,0.5463873793746491,9.17280567790571,0.016561575996628563,20,94,0.060781943238820454,824,18
241,COMPLETE,0.6448643498497608,0.7351059437945198,7,0.5419397498625234,2.751201732778039,0.01635437436441111,20,99,0.06984532316849504,1083,16
242,COMPLETE,0.644409419422884,0.7325925621650612,7,0.5388188867138125,7.801849785362553,0.016779767148482137,21,98,0.042121263179443626,810,16
243,COMPLETE,0.6449021907619791,0.7397864929819877,7,0.5521619461555418,7.971615182844392,0.01594563092791759,20,97,0.019144962837283497,821,15
244,COMPLETE,0.6448575018342108,0.7356597551661156,7,0.5305994600965885,8.79305631125616,0.01721160597008136,21,100,0.06247879298735329,804,17
245,COMPLETE,0.6442957716572546,0.7428354000108591,7,0.5433799469956726,8.429165014813922,0.015395014341499414,20,95,0.03927605020429064,1110,16
246,COMPLETE,0.6452413122080949,0.7366211700147479,7,0.533556905250257,7.634230042924251,0.01635335743122343,19,98,0.019681440459625766,838,18
247,COMPLETE,0.6450999580217004,0.7277840285983347,7,0.5331613715240695,8.092470871609684,0.016762200951176306,21,97,0.01897583576565203,836,18
248,COMPLETE,0.6444762777739722,0.7312578736965646,7,0.5264351468785934,7.6827946656060675,0.016310502977532157,20,92,0.03463601930800537,860,17
249,COMPLETE,0.6445205558922527,0.7406755090271021,7,0.5352984763799159,8.965700527662419,0.01743875270478154,21,95,0.0008270591918769915,847,18
250,COMPLETE,0.6453057771473841,0.7452768758337546,7,0.5495437177896471,8.672408459720765,0.01695713761724661,19,98,0.05045163569426667,829,17
251,COMPLETE,0.644807686718485,0.7362959451822824,7,0.5628564156946887,8.183616979898217,0.016991704124338185,19,98,0.05123622448547653,834,17
252,COMPLETE,0.6446503038175504,0.7391365084833852,7,0.5517210865766418,8.5905855275848,0.017576231965508914,19,100,0.038943851307294754,824,18
253,COMPLETE,0.6441419895907878,0.7327560079435655,7,0.5572620996475396,7.976297279339689,0.018015659440973185,19,96,0.07462276825705066,849,17
254,COMPLETE,0.6435147620924381,0.7289839116901771,5,0.5482889002175062,7.734378908397181,0.017057106949355152,20,93,0.054282974762048915,818,18
255,COMPLETE,0.6446194323776004,0.747807254789228,7,0.5306759679625213,8.409577848792615,0.01628694608063009,20,98,0.020993281163217227,834,17
256,COMPLETE,0.6452339962269542,0.741750493611159,7,0.522551733624373,7.391321493478512,0.016641413778424385,19,95,0.03356208375404287,862,16
257,COMPLETE,0.6441581040394819,0.7252615804895016,7,0.5219785837545771,7.423530693261319,0.016856446817041956,19,99,0.07779970315092968,862,38
258,COMPLETE,0.6447210130610554,0.7386449691150453,7,0.5243811994371717,7.391177206234946,0.01730529245162598,19,96,0.03898717653373086,871,18
259,COMPLETE,0.643711968507902,0.7333673551680586,7,0.5325497831936262,7.667048564243636,0.008848725821598164,18,98,0.059536718687688346,849,16
260,COMPLETE,0.6449395065525041,0.7424478899655594,7,0.520116971453157,8.545692084739317,0.01758962184631317,19,94,0.030013448707210497,837,17
261,COMPLETE,0.6451626118269865,0.7351452882538899,7,0.5272411044710789,7.841159383641033,0.01564024563725249,18,100,0.045504100023272,827,18
262,COMPLETE,0.6441655379050842,0.7285515376427212,7,0.5265603701292801,8.1593672487484,0.015079243192831309,18,100,0.058755169353099684,854,18
263,COMPLETE,0.6436631321904343,0.7345581749053464,7,0.5207997342021172,8.271258462442741,0.015574436052112338,20,57,0.0004455404478297155,831,18
264,COMPLETE,0.6450382615811338,0.7309916703235011,7,0.5296538654296429,7.888717792113047,0.015927085602322824,18,100,0.08515262802711071,823,19
265,COMPLETE,0.6453365592809237,0.7398441079504573,7,0.5377152692911674,8.744534364211205,0.015504351814371884,20,92,0.022399522935360044,841,17
266,COMPLETE,0.6451586037552873,0.7409903965573655,7,0.5354649347339336,8.372564961021663,0.014929197143559274,20,92,0.050509049708956796,840,18
267,COMPLETE,0.644614881322926,0.7436221981445835,7,0.5345582391884721,8.382661769862153,0.014940876068187971,20,91,0.05288883447494164,864,17
268,COMPLETE,0.6452865262575564,0.74127106079186,7,0.5466194522376726,8.55980823068082,0.015461956670245799,20,93,0.07337878745980297,840,18
269,COMPLETE,0.6444915027308187,0.7512085430032542,7,0.5359313920358741,3.510603728260733,0.015361749392438723,20,92,0.09355326624553134,845,18
270,COMPLETE,0.644448810694387,0.7422940147152274,7,0.5266175381997221,8.425093575801492,0.014945004911562131,20,92,0.07325535120323487,837,18
271,COMPLETE,0.6440054579505554,0.8685509238077406,7,0.550171193676807,8.695982916092348,0.01465678693678431,20,94,0.06712360971199817,872,18
272,COMPLETE,0.6445073564047943,0.7463070020833519,7,0.5554063768959637,8.639461243115829,0.015538497932698098,20,93,0.041865624013846726,854,17
273,COMPLETE,0.6450646748450763,0.740193175620948,7,0.5317178389265198,8.251194491879536,0.015796145457202006,19,90,0.05370146082324738,831,17
274,COMPLETE,0.6437575290662358,0.722820725515524,6,0.5680191487179305,8.793502720973974,0.015250859820986914,20,95,0.08597148919365881,850,19
275,COMPLETE,0.6440695335138951,0.7325360458192287,7,0.5457534228141706,8.500894715634441,0.011143535016288066,19,96,0.029113017809885792,843,18
276,COMPLETE,0.6447216346336718,0.7436055048361014,7,0.5374962976096958,7.556841077079567,0.015599453001600112,20,92,0.07384444674257616,1161,17
277,COMPLETE,0.6437298726570606,0.8020005249790775,7,0.5258820392687417,8.140334344409885,0.014663770805038778,20,95,0.044266802889571515,827,18
278,COMPLETE,0.6449466903601575,0.7394165467324518,7,0.5379277749468095,9.058458008301992,0.015290114347755322,19,93,0.024538377873512828,837,16
279,COMPLETE,0.6435895329914884,0.7489026077449937,7,0.54435764254173,7.8430715225397725,0.016113315558931873,18,96,0.05730831343900572,817,36
280,COMPLETE,0.6445469405781437,0.7258995535787899,7,0.5306977385701667,8.656818958683251,0.015676337771000838,14,90,0.09748010932098476,862,19
281,COMPLETE,0.6439404285947523,0.7572492600377811,7,0.5619174963798279,7.315079083543866,0.016148711991373327,20,94,0.02509671908516877,828,17
282,COMPLETE,0.6430141996620987,0.737097651199339,7,0.576856621016961,8.276965985011994,0.00686370676878891,19,97,0.042523819708722314,801,16
283,COMPLETE,0.6448410730269521,0.7438042216200439,7,0.5208107718784172,1.5514517154225156,0.016332009171845775,20,100,0.8509757124455204,843,18
284,COMPLETE,0.6438661863896515,0.7302588842343193,7,0.552574598215974,8.046536439223555,0.01585645712309404,21,96,0.06899107007092205,813,11
285,COMPLETE,0.644430724360151,0.7343929148414519,7,0.5147178940849404,8.5538767977639,0.015012234711836329,20,93,0.020838520705416388,857,17
286,COMPLETE,0.6451948550134003,0.7405653690520609,7,0.5405645811617397,8.868274572724694,0.015435619319802689,18,98,0.04812396458636079,826,17
287,COMPLETE,0.645004843122359,0.7381114380117486,7,0.5448150093627396,8.943372244857615,0.016463916636263676,18,98,0.026593079382848925,824,16
288,COMPLETE,0.6439450832448629,0.7461321057056083,7,0.4207674080181305,9.205164494642855,0.015529839343781073,19,100,0.08008879408212446,802,16
289,COMPLETE,0.6447512772174147,0.7321902675904612,7,0.541008845012689,8.819985272130133,0.016892255729251415,18,97,0.04104607246338222,817,17
290,COMPLETE,0.64373173737491,0.7725339379208042,7,0.5575024772759732,7.557541036886827,0.016097110986692066,18,95,0.018943507758111496,829,16
291,COMPLETE,0.6446621172695193,0.7527338228068918,7,0.5504674908528404,7.8083909145918895,0.017860417107492196,18,98,0.058618546254076205,806,17
292,COMPLETE,0.6445972022259215,0.7281803240812499,7,0.5271082856899686,8.798050819719736,0.016536537118107663,19,100,0.31531289676569885,882,17
293,COMPLETE,0.6455510268393913,0.740672617462125,7,0.5381610871779697,8.008642612455322,0.01584319460970952,21,96,0.38572264054805017,827,16
294,COMPLETE,0.6445891074928821,0.7485128505404464,7,0.5464478765581706,8.43993228595068,0.01705376449061454,21,95,0.09683264986902357,1104,15
295,COMPLETE,0.643139300081799,0.7856234507202902,7,0.5394113132392583,8.127618891663092,0.01612558349222759,21,34,0.01751849264461798,793,16
296,COMPLETE,0.6449668021637814,0.7409825543311829,7,0.5352716048350283,8.586201501022954,0.016559420588382938,21,97,0.3966159704760946,812,16
297,COMPLETE,0.6446598310254128,0.744524303958622,7,0.5538566746564245,7.286491398245779,0.01753555055937648,21,94,0.37042449340039313,849,17
298,COMPLETE,0.6452646926263398,0.7389193110346776,7,0.5429823403156562,9.013079850661516,0.016942040607553176,21,97,0.06594698237008219,1049,15
299,COMPLETE,0.6435640520864706,0.7377522659883788,7,0.5408343134517197,9.620875496112669,0.01687842247677034,20,69,0.33943753717730724,1048,15
300,COMPLETE,0.6439879360328332,0.7337803399262084,6,0.5323944555912026,8.010505428677195,0.01594463477736111,20,98,0.03564201768062452,838,14
301,COMPLETE,0.6446012853150054,0.739133874636866,7,0.5392426725234014,9.212616727188998,0.01637088999143105,21,96,0.6547781828415007,821,14
302,COMPLETE,0.6449146043530259,0.7295804028877848,7,0.5489754157286245,8.245405443641912,0.016838751947558666,20,98,0.270739116778824,800,15
303,COMPLETE,0.6442539512513886,0.7236073904014769,7,0.5177015812188568,7.573186592194101,0.015353797288890605,21,94,0.017344445023808327,870,16
304,COMPLETE,0.6448627316176042,0.7411491583452734,7,0.5344749100284989,9.054460130721369,0.017127046074491926,19,91,0.0022214781776823574,835,15
305,COMPLETE,0.6432701125395088,0.7358412981320381,7,0.5243415541121951,7.789281141404636,0.01586920528286035,20,10,0.10483552120547758,812,16
306,COMPLETE,0.6445077350639744,0.7328726974496463,7,0.5431623921396437,8.340938818081579,0.016415648273433957,21,96,0.08159301852829344,853,17
307,COMPLETE,0.6441597079826127,0.7410961482312104,7,0.5614620588912905,8.680259813812311,0.01668259381308295,20,98,1.8346266875864103e-05,825,16
308,COMPLETE,0.6447163441219192,0.7369730114674523,7,0.5312681046908544,8.014811889515371,0.016146934322718316,19,94,0.5464964008674187,838,14
309,COMPLETE,0.6433823635528794,0.728755688589688,7,0.5529803409121652,8.497919711101623,0.017260485826090487,21,19,0.038347121992910425,806,16
310,COMPLETE,0.6444673399884184,0.7344397138106001,7,0.6230133546444584,8.193309641661958,0.015659791932609524,20,99,0.0643330519791278,820,15
311,COMPLETE,0.6447556103644476,0.7433576566456455,7,0.5426381085264651,7.436846606211041,0.0151693832287773,19,96,0.029945743599625,648,17
312,COMPLETE,0.6443473764734451,0.7191593687716998,7,0.5364683889928146,4.35254503237141,0.01670400805203648,20,92,0.05608165641610483,793,18
313,COMPLETE,0.6456391972722593,0.7384682694461061,7,0.5217542995784477,7.71126357823371,0.016164386649166015,21,98,0.017965605355905145,845,19
314,COMPLETE,0.6450237939426476,0.7408598615346282,7,0.5138554678181456,7.7204560130530595,0.016262341836265137,21,94,0.018679573742407495,858,19
315,COMPLETE,0.644603821617061,0.7490872011195593,7,0.5211897081372177,7.323738218376581,0.016990808717207918,21,97,6.869068730899416e-05,841,19
316,COMPLETE,0.6440706337688714,0.7379331465024258,7,0.5481394960495987,7.615763583007882,0.012699579066371277,21,89,0.03480359649511806,1053,18
317,COMPLETE,0.6440262199048471,0.7469830431112402,7,0.534017132623303,8.906048455101493,0.016434113035511427,21,96,0.02028352928326986,1063,19
318,COMPLETE,0.6450065435164132,0.7436534057845614,7,0.5428605460214909,7.129515624816321,0.01587223268618412,21,98,0.07883091585264426,1067,18
319,COMPLETE,0.6434207010087395,0.7384939277760078,7,0.5570316477168169,8.46876859694542,0.005422501679924629,20,100,0.03644180318158414,865,32
320,COMPLETE,0.6438895489466144,0.7309611797089062,5,0.5277018524338833,9.303355699842166,0.017214537902894466,15,92,0.017581831328236597,1034,17
321,COMPLETE,0.6445949874269434,0.7256383559007884,7,0.5189649189764146,0.6776966256398529,0.016711169777346872,19,94,0.051652830248099274,845,17
322,COMPLETE,0.643590961894055,0.7359334089768023,7,0.51057569035793,8.68483027550656,0.01815171497665442,21,62,0.017298545609989623,833,19
323,COMPLETE,0.6450843686946994,0.7415475606072663,7,0.5493529006013089,7.95419914700851,0.01618980104621454,20,96,0.07017844915273155,850,18
324,COMPLETE,0.6443210275101181,0.7466221686371338,7,0.538172338534807,8.258822044259748,0.01758498681521261,21,98,0.03886656222959623,875,15
325,COMPLETE,0.644485833559886,0.8122208802525956,7,0.5308766398672379,8.953933599715695,0.016564909128357508,13,89,0.43654312560270253,810,17
326,COMPLETE,0.6436425452767068,0.7677569559880283,7,0.5644045324139599,8.101415880499415,0.0169991315248995,19,100,0.10705972963639852,830,16
327,COMPLETE,0.6452176424370801,0.7382761811486216,7,0.523689286162826,7.493028678086469,0.015979887324875198,20,95,0.0018622239045619719,778,18
328,COMPLETE,0.6440555338409996,0.7337903187537022,6,0.5227878279778424,7.4613413560370505,0.01605230023925833,20,92,2.8231231134561558e-05,763,19
329,COMPLETE,0.6426603855253428,0.730142532036476,7,0.5980280282246412,7.534239760249126,0.016440491234249857,20,29,0.00043661917756616155,781,28
330,COMPLETE,0.6449543599946833,0.7374035641354311,7,0.5145412012029686,7.732753451707192,0.01722811575778428,9,94,0.020968133921384545,794,18
331,COMPLETE,0.6448115733334658,0.735283902634257,7,0.5229395303598026,3.870987360042573,0.016829283142098375,20,95,0.022842637558249453,778,18
